timestamp,value,quality
2026-04-06T00:00:00+0000,80989.0,0
2026-04-06T00:10:00+0000,79668.0,0
2026-04-06T00:20:00+0000,80195.0,0
2026-04-06T00:30:00+0000,79699.0,0
2026-04-06T00:40:00+0000,80547.0,0
2026-04-06T00:50:00+0000,80678.0,0
2026-04-06T01:00:00+0000,78992.0,0
2026-04-06T01:10:00+0000,81779.0,0
2026-04-06T01:20:00+0000,80106.0,0
2026-04-06T01:30:00+0000,80792.0,0
2026-04-06T01:40:00+0000,82790.0,0
2026-04-06T01:50:00+0000,80063.0,0
2026-04-06T02:00:00+0000,78887.0,0
2026-04-06T02:10:00+0000,78636.0,0
2026-04-06T02:20:00+0000,80767.0,0
2026-04-06T02:30:00+0000,81216.0,0
2026-04-06T02:40:00+0000,81528.0,0
2026-04-06T02:50:00+0000,79004.0,0
2026-04-06T03:00:00+0000,88031.0,0
2026-04-06T03:10:00+0000,87674.0,0
2026-04-06T03:20:00+0000,87020.0,0
2026-04-06T03:30:00+0000,88543.0,0
2026-04-06T03:40:00+0000,85758.0,0
2026-04-06T03:50:00+0000,87517.0,0
2026-04-06T04:00:00+0000,88634.0,0
2026-04-06T04:10:00+0000,92354.0,0
2026-04-06T04:20:00+0000,89246.0,0
2026-04-06T04:30:00+0000,89408.0,0
2026-04-06T04:40:00+0000,89462.0,0
2026-04-06T04:50:00+0000,88064.0,0
2026-04-06T05:00:00+0000,89447.0,0
2026-04-06T05:10:00+0000,88788.0,0
2026-04-06T05:20:00+0000,89393.0,0
2026-04-06T05:30:00+0000,88063.0,0
2026-04-06T05:40:00+0000,90186.0,0
2026-04-06T05:50:00+0000,89549.0,0
2026-04-06T06:00:00+0000,90339.0,0
2026-04-06T06:10:00+0000,90522.0,0
2026-04-06T06:20:00+0000,87493.0,0
2026-04-06T06:30:00+0000,88047.0,0
2026-04-06T06:40:00+0000,86578.0,0
2026-04-06T06:50:00+0000,89609.0,0
2026-04-06T07:00:00+0000,89393.0,0
2026-04-06T07:10:00+0000,89841.0,0
2026-04-06T07:20:00+0000,90459.0,0
2026-04-06T07:30:00+0000,90458.0,0
2026-04-06T07:40:00+0000,91049.0,0
2026-04-06T07:50:00+0000,89337.0,0
2026-04-06T08:00:00+0000,89953.0,0
2026-04-06T08:10:00+0000,87831.0,0
2026-04-06T08:20:00+0000,87071.0,0
2026-04-06T08:30:00+0000,88380.0,0
2026-04-06T08:40:00+0000,88316.0,0
2026-04-06T08:50:00+0000,90141.0,0
2026-04-06T09:00:00+0000,90466.0,0
2026-04-06T09:10:00+0000,89318.0,0
2026-04-06T09:20:00+0000,90041.0,0
2026-04-06T09:30:00+0000,89038.0,0
2026-04-06T09:40:00+0000,89585.0,0
2026-04-06T09:50:00+0000,87901.0,0
2026-04-06T10:00:00+0000,86646.0,0
2026-04-06T10:10:00+0000,87305.0,0
2026-04-06T10:20:00+0000,86645.0,0
2026-04-06T10:30:00+0000,88776.0,0
2026-04-06T10:40:00+0000,88805.0,0
2026-04-06T10:50:00+0000,89566.0,0
2026-04-06T11:00:00+0000,88032.0,0
2026-04-06T11:10:00+0000,89737.0,0
2026-04-06T11:20:00+0000,90250.0,0
2026-04-06T11:30:00+0000,92053.0,0
2026-04-06T11:40:00+0000,88711.0,0
2026-04-06T11:50:00+0000,88338.0,0
2026-04-06T12:00:00+0000,89346.0,0
2026-04-06T12:10:00+0000,90391.0,0
2026-04-06T12:20:00+0000,88110.0,0
2026-04-06T12:30:00+0000,90017.0,0
2026-04-06T12:40:00+0000,88594.0,0
2026-04-06T12:50:00+0000,92679.0,0
2026-04-06T13:00:00+0000,89312.0,0
2026-04-06T13:10:00+0000,87594.0,0
2026-04-06T13:20:00+0000,88118.0,0
2026-04-06T13:30:00+0000,89615.0,0
2026-04-06T13:40:00+0000,88592.0,0
2026-04-06T13:50:00+0000,89096.0,0
2026-04-06T14:00:00+0000,87510.0,0
2026-04-06T14:10:00+0000,88607.0,0
2026-04-06T14:20:00+0000,86786.0,0
2026-04-06T14:30:00+0000,86459.0,0
2026-04-06T14:40:00+0000,86756.0,0
2026-04-06T14:50:00+0000,84678.0,0
2026-04-06T15:00:00+0000,87708.0,0
2026-04-06T15:10:00+0000,85121.0,0
2026-04-06T15:20:00+0000,89922.0,0
2026-04-06T15:30:00+0000,88088.0,0
2026-04-06T15:40:00+0000,85970.0,0
2026-04-06T15:50:00+0000,87118.0,0
2026-04-06T16:00:00+0000,87407.0,0
2026-04-06T16:10:00+0000,88084.0,0
2026-04-06T16:20:00+0000,87036.0,0
2026-04-06T16:30:00+0000,87131.0,0
2026-04-06T16:40:00+0000,89058.0,0
2026-04-06T16:50:00+0000,87335.0,0
2026-04-06T17:00:00+0000,89117.0,0
2026-04-06T17:10:00+0000,86247.0,0
2026-04-06T17:20:00+0000,86044.0,0
2026-04-06T17:30:00+0000,89213.0,0
2026-04-06T17:40:00+0000,86062.0,0
2026-04-06T17:50:00+0000,87947.0,0
2026-04-06T18:00:00+0000,84277.0,0
2026-04-06T18:10:00+0000,85832.0,0
2026-04-06T18:20:00+0000,83266.0,0
2026-04-06T18:30:00+0000,83255.0,0
2026-04-06T18:40:00+0000,84890.0,0
2026-04-06T18:50:00+0000,85828.0,0
2026-04-06T19:00:00+0000,79293.0,0
2026-04-06T19:10:00+0000,76758.0,0
2026-04-06T19:20:00+0000,77653.0,0
2026-04-06T19:30:00+0000,81123.0,0
2026-04-06T19:40:00+0000,79301.0,0
2026-04-06T19:50:00+0000,80086.0,0
2026-04-06T20:00:00+0000,77512.0,0
2026-04-06T20:10:00+0000,79309.0,0
2026-04-06T20:20:00+0000,79800.0,0
2026-04-06T20:30:00+0000,81330.0,0
2026-04-06T20:40:00+0000,81109.0,0
2026-04-06T20:50:00+0000,79806.0,0
2026-04-06T21:00:00+0000,80894.0,0
2026-04-06T21:10:00+0000,79740.0,0
2026-04-06T21:20:00+0000,78161.0,0
2026-04-06T21:30:00+0000,78823.0,0
2026-04-06T21:40:00+0000,77845.0,0
2026-04-06T21:50:00+0000,79123.0,0
2026-04-06T22:00:00+0000,79282.0,0
2026-04-06T22:10:00+0000,80849.0,0
2026-04-06T22:20:00+0000,80559.0,0
2026-04-06T22:30:00+0000,81180.0,0
2026-04-06T22:40:00+0000,80799.0,0
2026-04-06T22:50:00+0000,78710.0,0
2026-04-06T23:00:00+0000,80131.0,0
2026-04-06T23:10:00+0000,79312.0,0
2026-04-06T23:20:00+0000,79877.0,0
2026-04-06T23:30:00+0000,79893.0,0
2026-04-06T23:40:00+0000,80166.0,0
2026-04-06T23:50:00+0000,79785.0,0
2026-04-07T00:00:00+0000,81540.0,0
2026-04-07T00:10:00+0000,79328.0,0
2026-04-07T00:20:00+0000,79999.0,0
2026-04-07T00:30:00+0000,78018.0,0
2026-04-07T00:40:00+0000,79294.0,0
2026-04-07T00:50:00+0000,77313.0,0
2026-04-07T01:00:00+0000,79559.0,0
2026-04-07T01:10:00+0000,79996.0,0
2026-04-07T01:20:00+0000,78892.0,0
2026-04-07T01:30:00+0000,78405.0,0
2026-04-07T01:40:00+0000,78283.0,0
2026-04-07T01:50:00+0000,81549.0,0
2026-04-07T02:00:00+0000,78335.0,0
2026-04-07T02:10:00+0000,77695.0,0
2026-04-07T02:20:00+0000,78347.0,0
2026-04-07T02:30:00+0000,79446.0,0
2026-04-07T02:40:00+0000,81345.0,0
2026-04-07T02:50:00+0000,80110.0,0
2026-04-07T03:00:00+0000,87768.0,0
2026-04-07T03:10:00+0000,89719.0,0
2026-04-07T03:20:00+0000,90127.0,0
2026-04-07T03:30:00+0000,88110.0,0
2026-04-07T03:40:00+0000,85627.0,0
2026-04-07T03:50:00+0000,87165.0,0
2026-04-07T04:00:00+0000,86442.0,0
2026-04-07T04:10:00+0000,87469.0,0
2026-04-07T04:20:00+0000,89396.0,0
2026-04-07T04:30:00+0000,90638.0,0
2026-04-07T04:40:00+0000,91421.0,0
2026-04-07T04:50:00+0000,90975.0,0
2026-04-07T05:00:00+0000,92533.0,0
2026-04-07T05:10:00+0000,91699.0,0
2026-04-07T05:20:00+0000,94460.0,0
2026-04-07T05:30:00+0000,93745.0,0
2026-04-07T05:40:00+0000,98717.0,0
2026-04-07T05:50:00+0000,104820.0,0
2026-04-07T06:00:00+0000,108880.0,0
2026-04-07T06:10:00+0000,115690.0,0
2026-04-07T06:20:00+0000,112190.0,0
2026-04-07T06:30:00+0000,118580.0,0
2026-04-07T06:40:00+0000,112950.0,0
2026-04-07T06:50:00+0000,115680.0,0
2026-04-07T07:00:00+0000,119990.0,0
2026-04-07T07:10:00+0000,125180.0,0
2026-04-07T07:20:00+0000,128080.0,0
2026-04-07T07:30:00+0000,127140.0,0
2026-04-07T07:40:00+0000,130050.0,0
2026-04-07T07:50:00+0000,133790.0,0
2026-04-07T08:00:00+0000,142830.0,0
2026-04-07T08:10:00+0000,142240.0,0
2026-04-07T08:20:00+0000,139730.0,0
2026-04-07T08:30:00+0000,140240.0,0
2026-04-07T08:40:00+0000,134540.0,0
2026-04-07T08:50:00+0000,146330.0,0
2026-04-07T09:00:00+0000,142970.0,0
2026-04-07T09:10:00+0000,144300.0,0
2026-04-07T09:20:00+0000,142670.0,0
2026-04-07T09:30:00+0000,148070.0,0
2026-04-07T09:40:00+0000,139590.0,0
2026-04-07T09:50:00+0000,147950.0,0
2026-04-07T10:00:00+0000,142390.0,0
2026-04-07T10:10:00+0000,136430.0,0
2026-04-07T10:20:00+0000,130150.0,0
2026-04-07T10:30:00+0000,131620.0,0
2026-04-07T10:40:00+0000,129150.0,0
2026-04-07T10:50:00+0000,129160.0,0
2026-04-07T11:00:00+0000,130990.0,0
2026-04-07T11:10:00+0000,131120.0,0
2026-04-07T11:20:00+0000,134190.0,0
2026-04-07T11:30:00+0000,136540.0,0
2026-04-07T11:40:00+0000,137840.0,0
2026-04-07T11:50:00+0000,142410.0,0
2026-04-07T12:00:00+0000,142920.0,0
2026-04-07T12:10:00+0000,141350.0,0
2026-04-07T12:20:00+0000,142030.0,0
2026-04-07T12:30:00+0000,141430.0,0
2026-04-07T12:40:00+0000,142500.0,0
2026-04-07T12:50:00+0000,141490.0,0
2026-04-07T13:00:00+0000,140790.0,0
2026-04-07T13:10:00+0000,143610.0,0
2026-04-07T13:20:00+0000,140250.0,0
2026-04-07T13:30:00+0000,136190.0,0
2026-04-07T13:40:00+0000,137620.0,0
2026-04-07T13:50:00+0000,137680.0,0
2026-04-07T14:00:00+0000,137730.0,0
2026-04-07T14:10:00+0000,136410.0,0
2026-04-07T14:20:00+0000,137850.0,0
2026-04-07T14:30:00+0000,132570.0,0
2026-04-07T14:40:00+0000,131300.0,0
2026-04-07T14:50:00+0000,131680.0,0
2026-04-07T15:00:00+0000,129330.0,0
2026-04-07T15:10:00+0000,127290.0,0
2026-04-07T15:20:00+0000,121750.0,0
2026-04-07T15:30:00+0000,119800.0,0
